panel,gender,bar_order,system,label,label_display,seed,baseline_pearson_r,gait_pearson_r
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,0,0.1526098667204058,0.190639882698647
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,1,0.1585267018882958,0.197986626213665
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,2,0.1584447973813117,0.2002890029965343
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,3,0.1427410082223081,0.1770862154208135
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,4,0.1655261259870603,0.1885379591527738
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,5,0.1597966867320268,0.1990465183077316
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,6,0.166038696244935,0.207240234033999
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,7,0.1499074346353001,0.1981412751113858
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,8,0.1609958140977565,0.182445636952331
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,9,0.1573345638570989,0.2031178922980358
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,10,0.157220275784763,0.1914615144133411
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,11,0.1500796619854419,0.1869625951587743
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,12,0.1577105300018134,0.1779679681245812
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,13,0.1492634213637537,0.1967854579804392
b,male,19,high_level_diet_with_stage,folate_mcg,Folate Mcg,14,0.1552019481876008,0.1973323031776291
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,0,0.1980533105840067,0.2326918193108486
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,1,0.2026285642456274,0.2310940298009972
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,2,0.1955044007123545,0.1999325406658216
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,3,0.1989108584977366,0.2327877117950044
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,4,0.1977948325671293,0.2011703237489694
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,5,0.1943815442476814,0.2419481858327329
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,6,0.2002502794944717,0.2081225554919667
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,7,0.1957512068758327,0.220169235177969
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,8,0.2001597620751372,0.2209711534641222
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,9,0.2014574249369889,0.2300927420028306
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,10,0.197145321484657,0.2402249678591264
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,11,0.1920962623092975,0.2144047543397334
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,12,0.1980972002085607,0.2284607075256267
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,13,0.1850870691749588,0.2024973186710524
b,male,20,high_level_diet_with_stage,copper_mg,Copper Mg,14,0.2014985840985972,0.2387954025815483
b,male,21,hematopoietic,bt__hct,Hct,0,0.2113248925262599,0.2499579699295408
b,male,21,hematopoietic,bt__hct,Hct,1,0.2001717506003799,0.2316577429299357
b,male,21,hematopoietic,bt__hct,Hct,2,0.2098217427649691,0.2368707101815468
b,male,21,hematopoietic,bt__hct,Hct,3,0.2132628940817104,0.2473868204285978
b,male,21,hematopoietic,bt__hct,Hct,4,0.2097648492813066,0.2302593530200479
b,male,21,hematopoietic,bt__hct,Hct,5,0.2108686912859942,0.2482131693522469
b,male,21,hematopoietic,bt__hct,Hct,6,0.2066429905406132,0.2181958506926073
b,male,21,hematopoietic,bt__hct,Hct,7,0.2058377749012953,0.2134957234493343
b,male,21,hematopoietic,bt__hct,Hct,8,0.2126006150305052,0.2274744433934097
b,male,21,hematopoietic,bt__hct,Hct,9,0.2119058562417195,0.2467809400583811
b,male,21,hematopoietic,bt__hct,Hct,10,0.2146543156529205,0.2483195017961348
b,male,21,hematopoietic,bt__hct,Hct,11,0.2092246695379329,0.2421280303679093
b,male,21,hematopoietic,bt__hct,Hct,12,0.2124996796431147,0.215806473940706
b,male,21,hematopoietic,bt__hct,Hct,13,0.2061466822008299,0.2216466882998183
b,male,21,hematopoietic,bt__hct,Hct,14,0.2119181856395124,0.2290031872607835
b,male,22,sleep_group,ahi,AHI,0,0.4485600709886332,0.4603613200112085
b,male,22,sleep_group,ahi,AHI,1,0.4474155923657551,0.4548821008085194
b,male,22,sleep_group,ahi,AHI,2,0.4446060976607872,0.4579906580571329
b,male,22,sleep_group,ahi,AHI,3,0.450374090385216,0.4596928231672313
b,male,22,sleep_group,ahi,AHI,4,0.4495253118449788,0.4542205815169823
b,male,22,sleep_group,ahi,AHI,5,0.4489487926108595,0.4619789704174762
b,male,22,sleep_group,ahi,AHI,6,0.4469650343442071,0.4601594545775447
b,male,22,sleep_group,ahi,AHI,7,0.4495290274491683,0.4523223892347085
b,male,22,sleep_group,ahi,AHI,8,0.4492721083268887,0.442788537085654
b,male,22,sleep_group,ahi,AHI,9,0.449833301341208,0.4658318264416922
b,male,22,sleep_group,ahi,AHI,10,0.4480021911643814,0.4632145449070331
b,male,22,sleep_group,ahi,AHI,11,0.4494051554114907,0.4718461880135121
b,male,22,sleep_group,ahi,AHI,12,0.4464974914362233,0.4580770976355463
b,male,22,sleep_group,ahi,AHI,13,0.4484248850952315,0.4552664209499146
b,male,22,sleep_group,ahi,AHI,14,0.4492695549578108,0.4615044155885188
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,0,0.444922789932993,0.4603169808953808
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,1,0.4439069413154275,0.4478945417119468
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,2,0.4410724331157381,0.4554591724128227
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,3,0.4466729722880218,0.4578977216837682
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,4,0.4458491996826465,0.4552604929243899
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,5,0.445289892915149,0.4633261630971007
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,6,0.4432789680910897,0.4516826772134206
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,7,0.4459072708010721,0.4542606258665872
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,8,0.4455205581912703,0.4368637413606474
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,9,0.4462604051708719,0.460828914374704
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,10,0.4444079343416703,0.4599004822645186
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,11,0.4458325063837272,0.4660616709615294
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,12,0.4427106051791127,0.460221720987732
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,13,0.4448295240006399,0.4511154745014351
b,male,23,sleep_group,hypoxic_burden,Hypoxic Burden,14,0.4455791687379912,0.459779326295423
b,male,24,renal_function,bt__creatinine,Creatinine,0,0.0692773604133703,0.0929946628263167
b,male,24,renal_function,bt__creatinine,Creatinine,1,0.079946095617606,0.0909122441388179
b,male,24,renal_function,bt__creatinine,Creatinine,2,0.0852310880540258,0.0889614112816777
b,male,24,renal_function,bt__creatinine,Creatinine,3,0.0700727831020149,0.0589673950683239
b,male,24,renal_function,bt__creatinine,Creatinine,4,0.0865385985734061,0.0973691507578704
b,male,24,renal_function,bt__creatinine,Creatinine,5,0.0880853701613296,0.0884272602335662
b,male,24,renal_function,bt__creatinine,Creatinine,6,0.0852458688437192,0.103362777061514
b,male,24,renal_function,bt__creatinine,Creatinine,7,0.0638988084253716,0.0679859762783109
b,male,24,renal_function,bt__creatinine,Creatinine,8,0.0700972016767272,0.0808780688669136
b,male,24,renal_function,bt__creatinine,Creatinine,9,0.080097677883183,0.1038794258533351
b,male,24,renal_function,bt__creatinine,Creatinine,10,0.0787552795778974,0.0966159301943168
b,male,24,renal_function,bt__creatinine,Creatinine,11,0.0883457567192667,0.0927551257672423
b,male,24,renal_function,bt__creatinine,Creatinine,12,0.0856952640008644,0.0948244423099311
b,male,24,renal_function,bt__creatinine,Creatinine,13,0.0816680405811711,0.0807974301215977
b,male,24,renal_function,bt__creatinine,Creatinine,14,0.0784207903895559,0.1149726967026242
d,female,1,frailty,hand_grip_left,L Hand Grip,0,0.3285281220205227,0.4254140469839567
d,female,1,frailty,hand_grip_left,L Hand Grip,1,0.3252713212067781,0.4246002889505871
d,female,1,frailty,hand_grip_left,L Hand Grip,2,0.3300602816257214,0.4287069815138107
d,female,1,frailty,hand_grip_left,L Hand Grip,3,0.3258732996800041,0.415857825070537
d,female,1,frailty,hand_grip_left,L Hand Grip,4,0.3280470437983277,0.4237734215098618
d,female,1,frailty,hand_grip_left,L Hand Grip,5,0.3276027565681565,0.4273116958077319
d,female,1,frailty,hand_grip_left,L Hand Grip,6,0.3299191061435388,0.4256369758086475
d,female,1,frailty,hand_grip_left,L Hand Grip,7,0.3289996386565467,0.4251940213896195
d,female,1,frailty,hand_grip_left,L Hand Grip,8,0.3293523978871245,0.4304793027281676
d,female,1,frailty,hand_grip_left,L Hand Grip,9,0.3291214615599179,0.4232525503917521
d,female,1,frailty,hand_grip_left,L Hand Grip,10,0.3266360614241556,0.4132680762863939
d,female,1,frailty,hand_grip_left,L Hand Grip,11,0.3292678485786668,0.4210930479748305
d,female,1,frailty,hand_grip_left,L Hand Grip,12,0.3308717873280299,0.4297599441159256
d,female,1,frailty,hand_grip_left,L Hand Grip,13,0.3294874835733287,0.4232842208113033
d,female,1,frailty,hand_grip_left,L Hand Grip,14,0.3279701992856115,0.4264012593637471
d,female,2,frailty,hand_grip_right,R Hand Grip,0,0.3438283254483051,0.4238631616678727
d,female,2,frailty,hand_grip_right,R Hand Grip,1,0.3447919321088799,0.4226664156649075
d,female,2,frailty,hand_grip_right,R Hand Grip,2,0.3425367948830022,0.4217112006398089
d,female,2,frailty,hand_grip_right,R Hand Grip,3,0.3455946499229982,0.4163719670887003
d,female,2,frailty,hand_grip_right,R Hand Grip,4,0.3481511270137801,0.4242594319413952
d,female,2,frailty,hand_grip_right,R Hand Grip,5,0.3433855979241748,0.4244185347503459
d,female,2,frailty,hand_grip_right,R Hand Grip,6,0.3450799976258772,0.4213813958731979
d,female,2,frailty,hand_grip_right,R Hand Grip,7,0.3472543858016433,0.4221864728608049
d,female,2,frailty,hand_grip_right,R Hand Grip,8,0.3439010323597341,0.423256942064552
d,female,2,frailty,hand_grip_right,R Hand Grip,9,0.3464874703273956,0.4141217387353096
d,female,2,frailty,hand_grip_right,R Hand Grip,10,0.3441306823057559,0.4272434233931711
d,female,2,frailty,hand_grip_right,R Hand Grip,11,0.347806745949889,0.4248468553056985
d,female,2,frailty,hand_grip_right,R Hand Grip,12,0.3447207379605833,0.4097101458201123
d,female,2,frailty,hand_grip_right,R Hand Grip,13,0.3444547071489177,0.4211574532686569
d,female,2,frailty,hand_grip_right,R Hand Grip,14,0.3455206143359938,0.4184732441594548
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,0,0.1857214074059107,0.2445158847430733
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,1,0.1767400153375604,0.2244868082788652
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,2,0.1840421715816742,0.2361594199775177
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,3,0.1840700631274243,0.2183568428092481
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,4,0.1785541986990915,0.2377995124954134
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,5,0.187975958492397,0.2385012747433332
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,6,0.1852787831442488,0.2285824291769807
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,7,0.1780154187010489,0.2393851457142352
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,8,0.1785819345365175,0.2420651785295682
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,9,0.1852043159260098,0.2403884273204455
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,10,0.1862387097186759,0.2343999616906451
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,11,0.1768796258082148,0.238309800703498
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,12,0.1782271374598289,0.2225677042263254
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,13,0.1911468426920819,0.234833354887543
d,female,3,lifestyle,vigorous_activity_minutes,Vigorous Activity,14,0.1811622973750821,0.2449283386289502
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,0,0.0070789906851915,0.0869044946981902
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,1,0.0194325306439966,0.0561098320955846
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,2,0.0536462546797673,0.0625699438944229
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,3,0.033963801953146,0.0506442055212696
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,4,0.0041579714854281,0.0505496807127623
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,5,0.021689535358788,0.0423494918185563
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,6,0.0283579904720348,0.0722555339439341
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,7,0.0767605135141158,0.0745919710718826
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,8,0.0123733209562379,0.0773602429494103
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,9,0.0279833090239169,0.083156140663244
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,10,0.0253630511811186,0.0737892974883358
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,11,0.0549002030293945,0.0619139069788447
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,12,0.0203652310666724,0.0645725279346648
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,13,0.0215739079690767,0.0774042764875742
d,female,4,lifestyle,walking_minutes_day,Walking Minutes Day,14,0.0198493048067165,0.0562194112271001
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,0,0.2798556127264934,0.3204286894573667
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,1,0.2868072113112568,0.328341462484081
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,2,0.2910823176604887,0.3229707014265831
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,3,0.2791947452879729,0.3172055458635106
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,4,0.2937384734372123,0.3172493239947817
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,5,0.2952073188649016,0.3156414030589013
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,6,0.2929101797343446,0.3298198797534853
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,7,0.2853953551051347,0.3258705752971912
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,8,0.2872387112432248,0.3231849446558583
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,9,0.2864469116703645,0.3339689981855497
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,10,0.283308416658425,0.3218609352598758
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,11,0.2927458783492391,0.3270667992453691
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,12,0.2909679701434332,0.3219932821819154
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,13,0.2895698891993902,0.3038438557024855
d,female,5,blood_tests_lipids,bt__total_cholesterol,Total Cholesterol,14,0.2887361157413098,0.3148451526686859
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,0,0.3421045870188316,0.380074469488463
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,1,0.3423846269195758,0.3901205910837638
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,2,0.3409757833006336,0.376182714201031
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,3,0.338700740657575,0.3946570794960952
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,4,0.3428383175346026,0.3900148186641664
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,5,0.3431615081797584,0.3880844887990692
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,6,0.3414923361182854,0.377417255562873
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,7,0.3429578231931832,0.3803730324537971
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,8,0.3293055553807239,0.3750426017848104
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,9,0.3354558113323673,0.3813595656652842
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,10,0.3345043517265986,0.3940874297529181
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,11,0.3502380083758993,0.4008165817072471
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,12,0.3421178140048085,0.3932906186153336
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,13,0.3410957681708563,0.3765504005325701
d,female,6,blood_tests_lipids,bt__non_hdl_cholesterol,Non-HDL Cholesterol,14,0.3402220176527324,0.3851017030183034
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,0,0.443321007276136,0.4617962470480162
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,1,0.4390915638148628,0.4697108585217521
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,2,0.4431700481466978,0.4836070334379756
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,3,0.4445156728164013,0.4838787428898719
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,4,0.4414162133327964,0.4856287268315813
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,5,0.4399839616583526,0.4684554943306495
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,6,0.4435428869355556,0.4535951652731085
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,7,0.4395470606356472,0.4673630151150968
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,8,0.4415493620676215,0.476968727722193
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,9,0.4425298748790947,0.4623034175188226
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,10,0.4440906916276576,0.4644828761089855
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,11,0.4378216132392685,0.4727324063842577
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,12,0.4410291125032212,0.4602757047951297
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,13,0.4402233332580876,0.4961471558913623
d,female,7,nightingale,L_VLDL_FC,L VLDL Free Cholesterol,14,0.4340368567122806,0.4647720410902586
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,0,0.3994584101102212,0.4348413054480205
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,1,0.3976157472226927,0.4291163975890562
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,2,0.4050553096069166,0.4290449818490602
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,3,0.3999568874137935,0.449114512967824
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,4,0.397826379705798,0.4390496854090097
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,5,0.4042989470383252,0.4380797230383573
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,6,0.4030252770172159,0.4220552532977522
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,7,0.4034297963151957,0.4363749222831893
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,8,0.401138870396321,0.433321897440699
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,9,0.3982026939808005,0.4385009843930648
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,10,0.4025524046957061,0.4500961721164501
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,11,0.3979958731388043,0.443592630257465
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,12,0.3989147090025349,0.4315893631679627
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,13,0.4007787065014155,0.4201800202611733
d,female,8,nightingale,XL_HDL_PL,XL HDL Phospholipids,14,0.3983629363780822,0.4246830986614324
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),0,0.0045298668083308,0.097710518591861
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),1,-0.0216929154593262,0.0791972915230604
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),2,-0.0047804805905963,0.0826442576083898
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),3,-0.0812644441675804,0.0677568915947146
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),4,-0.0212208141797061,0.0543125335182088
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),5,-0.0298440584415477,0.0631819642043308
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),6,-0.023890571041252,0.0751572470883668
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),7,-0.0135355296176247,0.0906275541103303
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),8,-0.0018066888823232,0.0771636950425844
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),9,-0.0094977894417581,0.0767085302305297
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),10,-0.0045174819394758,0.0699270740869385
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),11,-0.0051162199691092,0.1041632057125591
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),12,-0.0442351123758909,0.0597831059452754
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),13,-0.0461868896394271,0.0674879831120653
d,female,9,metabolites,Fibrinopeptide B (1-12),Fibrinopeptide B (1-12),14,-0.0402260141422161,0.0627427783316002
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,0,-0.0016446041478197,0.2147095817826119
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,1,0.1291133077014835,0.2154771672805931
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,2,0.0685409368243467,0.2253662558160958
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,3,0.0783484335048387,0.1927855227691886
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,4,0.0969776450691611,0.1958753280796444
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,5,0.0991397547905505,0.21273362135691
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,6,0.0765736327576491,0.2115634590000784
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,7,0.0456066807297485,0.1806518221813743
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,8,0.0890192555880928,0.2107395265828843
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,9,0.0966728927749819,0.2109103996829896
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,10,0.0734041418039201,0.2170618946597722
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,11,0.086392457141514,0.1826294252561483
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,12,0.064547784723027,0.2249867491718284
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,13,0.0913394620704861,0.2179153981519639
d,female,10,metabolites,5.37_291.1602m_z,5.37 291.1602M Z,14,0.0785050705483901,0.220449154121488
d,female,11,mental,happiness_level,Happiness Level,0,-0.074650486682521,0.0762865910191074
d,female,11,mental,happiness_level,Happiness Level,1,-0.0631806292701055,0.0634432217244845
d,female,11,mental,happiness_level,Happiness Level,2,-0.0818880142502492,0.0543763937069098
d,female,11,mental,happiness_level,Happiness Level,3,-0.0687831977931759,0.0680935044616825
d,female,11,mental,happiness_level,Happiness Level,4,-0.0541681083709054,0.0865057284522102
d,female,11,mental,happiness_level,Happiness Level,5,-0.0387074300028785,0.0934700831765371
d,female,11,mental,happiness_level,Happiness Level,6,-0.0766804370814715,0.0735212461445103
d,female,11,mental,happiness_level,Happiness Level,7,-0.0653898153438814,0.0834650290956658
d,female,11,mental,happiness_level,Happiness Level,8,-0.0808044228056388,0.061670450163032
d,female,11,mental,happiness_level,Happiness Level,9,-0.0650593824480257,0.0646338405428582
d,female,11,mental,happiness_level,Happiness Level,10,-0.076563342807211,0.0915210043579532
d,female,11,mental,happiness_level,Happiness Level,11,-0.0484531441423219,0.0720934273659818
d,female,11,mental,happiness_level,Happiness Level,12,-0.0416939888184305,0.0723690855640719
d,female,11,mental,happiness_level,Happiness Level,13,-0.087428177193809,0.0669744656002337
d,female,11,mental,happiness_level,Happiness Level,14,-0.0413637391125067,0.0883072344451457
d,female,12,mental,health_satisfaction,Health Satisfaction,0,0.3000409060462068,0.3198619813604933
d,female,12,mental,health_satisfaction,Health Satisfaction,1,0.2963589405051929,0.3196109823986273
d,female,12,mental,health_satisfaction,Health Satisfaction,2,0.2950635976802125,0.3156351528233835
d,female,12,mental,health_satisfaction,Health Satisfaction,3,0.2998158309494514,0.3167633372736558
d,female,12,mental,health_satisfaction,Health Satisfaction,4,0.2923744713296474,0.3118947363229668
d,female,12,mental,health_satisfaction,Health Satisfaction,5,0.2981978207148547,0.3200367385275022
d,female,12,mental,health_satisfaction,Health Satisfaction,6,0.2968306883287326,0.3199265368734714
d,female,12,mental,health_satisfaction,Health Satisfaction,7,0.3014414771017391,0.3238252579933394
d,female,12,mental,health_satisfaction,Health Satisfaction,8,0.298149087161454,0.3225160164678912
d,female,12,mental,health_satisfaction,Health Satisfaction,9,0.2953809465377911,0.3076077835970474
d,female,12,mental,health_satisfaction,Health Satisfaction,10,0.2989937992934471,0.3213442782796759
d,female,12,mental,health_satisfaction,Health Satisfaction,11,0.3007051381683918,0.3135110145403885
d,female,12,mental,health_satisfaction,Health Satisfaction,12,0.2934100252971416,0.318786661980275
d,female,12,mental,health_satisfaction,Health Satisfaction,13,0.2937100490281011,0.3100773105861177
d,female,12,mental,health_satisfaction,Health Satisfaction,14,0.3014816406684071,0.3198687510602058
d,female,13,liver,liver_elasticity,Liver Elasticity,0,0.0938469602162379,0.1697978035650457
d,female,13,liver,liver_elasticity,Liver Elasticity,1,0.0905445576296545,0.1539565828379729
d,female,13,liver,liver_elasticity,Liver Elasticity,2,0.0957469016367035,0.1537235008424641
d,female,13,liver,liver_elasticity,Liver Elasticity,3,0.0882197088786453,0.1711203080117538
d,female,13,liver,liver_elasticity,Liver Elasticity,4,0.0825236928357651,0.1625238655912125
d,female,13,liver,liver_elasticity,Liver Elasticity,5,0.0910488384621377,0.1608330399462783
