panel,gender_of_panel,label,label_display,system,activity,role,model,gender_of_row,score_type,pearson_r,score_pvalue,n_seeds,n_subjects,used_by_figure,description
b,male,bt__hct,BT Hct,hematopoietic_group,activity_tm_3kmh,all but arms,long_all_but_arms,male,pearson_r,0.1968818439078006,2.1680051660661273e-14,10,3168,True,Hematocrit - measures the percentage of blood volume occupied by red blood cells (%). Indicates the proportion of blood composed of RBCs.
b,male,bt__hct,BT Hct,hematopoietic_group,activity_tm_3kmh,all but torso,long_all_but_torso,male,pearson_r,0.1986641904821727,1.2764396338393948e-14,10,3168,True,Hematocrit - measures the percentage of blood volume occupied by red blood cells (%). Indicates the proportion of blood composed of RBCs.
b,male,bt__hct,BT Hct,hematopoietic_group,activity_tm_3kmh,all but legs,long_all_but_legs,male,pearson_r,0.192716704652044,4.4536022073912287e-14,10,3168,True,Hematocrit - measures the percentage of blood volume occupied by red blood cells (%). Indicates the proportion of blood composed of RBCs.
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_self_selected_gait_speed,full model,long_seq,male,pearson_r,0.3216058298386882,1.1301651147422719e-28,10,2397,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_self_selected_gait_speed,masked head,long_masked_head,male,pearson_r,0.312799313392168,3.451981623211455e-27,10,2397,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,male,pearson_r,0.3153139923284359,3.816581873269053e-27,10,2397,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,male,pearson_r,0.3253864191639076,5.832387394823589e-29,10,2397,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,male,pearson_r,0.3448334642651265,3.3865653180454908e-31,10,2397,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_self_selected_gait_speed,all but head,long_all_but_head,male,pearson_r,0.3453689225663796,1.856449920567858e-33,10,2397,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,male,pearson_r,0.3490208105601832,2.191157391327195e-34,10,2397,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,male,pearson_r,0.3384272013346726,2.7435110398786754e-31,10,2397,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,male,pearson_r,0.3506336349164992,2.071033109332474e-33,10,2397,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_tm_3kmh,full model,long_seq,male,pearson_r,0.315706813441424,9.217086166442656e-28,10,2341,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_tm_3kmh,masked head,long_masked_head,male,pearson_r,0.3044782665776894,2.646512025468331e-25,10,2341,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_tm_3kmh,masked arms,long_masked_arms,male,pearson_r,0.3102212944141619,4.4980374320148735e-26,10,2341,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_tm_3kmh,masked torso,long_masked_torso,male,pearson_r,0.3211556248263331,2.441725887099778e-28,10,2341,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_tm_3kmh,masked legs,long_masked_legs,male,pearson_r,0.3454244587308281,9.574239346571208e-33,10,2341,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_tm_3kmh,all but head,long_all_but_head,male,pearson_r,0.3385638144029768,2.9451849681500765e-32,10,2341,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_tm_3kmh,all but arms,long_all_but_arms,male,pearson_r,0.3269842522568184,1.454584275221401e-28,10,2341,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_tm_3kmh,all but torso,long_all_but_torso,male,pearson_r,0.3317042324608696,1.9344435977612577e-30,10,2341,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,bt__hdl_cholesterol,BT HDL Cholesterol,blood_tests_lipids_group,activity_tm_3kmh,all but legs,long_all_but_legs,male,pearson_r,0.335999054995131,2.2020839532671503e-30,10,2341,True,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_self_selected_gait_speed,full model,long_seq,male,pearson_r,0.1517075923793882,1.5541374684632707e-08,10,3232,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_self_selected_gait_speed,masked head,long_masked_head,male,pearson_r,0.1682799201053596,9.288649908811278e-11,10,3232,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,male,pearson_r,0.1370373618736484,1.692382509565185e-07,10,3232,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,male,pearson_r,0.1328115620526895,2.4746478005222138e-06,10,3232,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,male,pearson_r,0.1482754821677149,1.4362590808261342e-08,10,3232,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_self_selected_gait_speed,all but head,long_all_but_head,male,pearson_r,0.1223646146146845,1.216982178843506e-05,10,3232,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,male,pearson_r,0.1078287419662608,3.579503681847431e-05,10,3232,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,male,pearson_r,0.1530687353333243,7.084567779245437e-08,10,3232,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,male,pearson_r,0.1172678815010836,6.127156044863679e-05,10,3232,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_tm_3kmh,full model,long_seq,male,pearson_r,0.1538355833918115,2.700825180747421e-09,10,3166,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_tm_3kmh,masked head,long_masked_head,male,pearson_r,0.1691435868658188,1.4762532076965472e-10,10,3166,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_tm_3kmh,masked arms,long_masked_arms,male,pearson_r,0.1261973623561514,1.3171184870286328e-06,10,3166,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_tm_3kmh,masked torso,long_masked_torso,male,pearson_r,0.121829980567223,5.511024627079668e-05,10,3166,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_tm_3kmh,masked legs,long_masked_legs,male,pearson_r,0.1490711395425366,2.8756187186256e-08,10,3166,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_tm_3kmh,all but head,long_all_but_head,male,pearson_r,0.1202301627762372,0.0002293788441131,10,3166,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_tm_3kmh,all but arms,long_all_but_arms,male,pearson_r,0.1116406643573512,5.0427072286902365e-05,10,3166,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_tm_3kmh,all but torso,long_all_but_torso,male,pearson_r,0.1501521705419007,2.357666114975424e-08,10,3166,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_elasticity,Liver Elasticity,liver_group,activity_tm_3kmh,all but legs,long_all_but_legs,male,pearson_r,0.1069882974621923,0.0004312386900266,10,3166,True,"Measures the stiffness and elasticity of liver tissue using elastography techniques; a key biomarker for assessing liver fibrosis and disease progression, particularly in hepatitis and cirrhosis."
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,full model,long_seq,male,pearson_r,0.5225894936658434,7.835485113183175e-107,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,masked head,long_masked_head,male,pearson_r,0.5242528240292257,4.942707666879571e-111,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,male,pearson_r,0.5203627298000764,2.834010815754802e-106,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,male,pearson_r,0.5199222727616937,8.006391194420915e-106,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,male,pearson_r,0.5092919536884415,1.919379520202618e-102,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,all but head,long_all_but_head,male,pearson_r,0.4977163503637339,8.070449400159814e-97,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,male,pearson_r,0.5082642526401733,2.3709486854021323e-100,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,male,pearson_r,0.5047129078800653,6.30196688903952e-97,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,male,pearson_r,0.5380412124683975,5.591829177012287e-115,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,full model,long_seq,male,pearson_r,0.5190188644641494,2.125819211196535e-104,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,masked head,long_masked_head,male,pearson_r,0.5189833675727084,2.484157481696875e-104,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,masked arms,long_masked_arms,male,pearson_r,0.5120002011497349,1.4408957689638345e-102,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,masked torso,long_masked_torso,male,pearson_r,0.515994853993148,4.691943165296735e-104,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,masked legs,long_masked_legs,male,pearson_r,0.5104832308493215,1.3438185572598796e-97,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,all but head,long_all_but_head,male,pearson_r,0.4952417480099976,1.4938157120934565e-91,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,all but arms,long_all_but_arms,male,pearson_r,0.5148297206443369,2.451462102447289e-101,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,all but torso,long_all_but_torso,male,pearson_r,0.5032749996837504,6.806459444334367e-96,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,all but legs,long_all_but_legs,male,pearson_r,0.5257794135146272,2.6795519155518056e-106,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,full model,long_seq,male,pearson_r,0.1926905061172444,9.93534080357519e-14,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,masked head,long_masked_head,male,pearson_r,0.1991123640858083,3.3282954487864667e-12,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,male,pearson_r,0.1906001421111707,3.039357790585642e-13,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,male,pearson_r,0.1934977195945256,1.8372293342149625e-13,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,male,pearson_r,0.1809135868399291,1.3246660292178973e-12,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,all but head,long_all_but_head,male,pearson_r,0.1929195860071915,1.3472607229057749e-12,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,male,pearson_r,0.1808301939629815,1.9163447418202506e-12,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,male,pearson_r,0.2090235039544508,1.9047137373211134e-15,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,male,pearson_r,0.2267144857404681,7.962625177485648e-19,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,full model,long_seq,male,pearson_r,0.1810408403307461,1.8217298877657573e-12,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,masked head,long_masked_head,male,pearson_r,0.1847246976962508,6.366676503745641e-12,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,masked arms,long_masked_arms,male,pearson_r,0.1864371998729638,1.468212131754385e-12,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,masked torso,long_masked_torso,male,pearson_r,0.1871125859663267,2.244178710084288e-12,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,masked legs,long_masked_legs,male,pearson_r,0.1937353932649181,6.15572268436284e-14,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,all but head,long_all_but_head,male,pearson_r,0.2100855899861012,6.066486273949903e-15,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,all but arms,long_all_but_arms,male,pearson_r,0.1910024276583803,1.8621022179196808e-13,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,all but torso,long_all_but_torso,male,pearson_r,0.1978235617401149,4.9472956614797e-14,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,all but legs,long_all_but_legs,male,pearson_r,0.2074725654218693,8.228254809899592e-16,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_self_selected_gait_speed,full model,long_seq,male,pearson_r,0.2766929978475344,7.589841842964181e-23,10,2689,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_self_selected_gait_speed,masked head,long_masked_head,male,pearson_r,0.2644647535712625,6.734985126300733e-21,10,2689,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,male,pearson_r,0.2976458132814915,3.3179591592583654e-27,10,2689,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,male,pearson_r,0.2789236694526794,9.364742523171321e-24,10,2689,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,male,pearson_r,0.2870833998796741,1.8886695393550169e-25,10,2689,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_self_selected_gait_speed,all but head,long_all_but_head,male,pearson_r,0.3103292812264525,5.5764521170438155e-30,10,2689,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,male,pearson_r,0.2774574371133059,2.573134654224272e-22,10,2689,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,male,pearson_r,0.3177718960817153,6.225201106299042e-32,10,2689,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,male,pearson_r,0.2823482819823546,3.821164562235022e-24,10,2689,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_tm_3kmh,full model,long_seq,male,pearson_r,0.269735674753166,1.1925363218620912e-20,10,2627,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_tm_3kmh,masked head,long_masked_head,male,pearson_r,0.2547552575301119,3.6696948638678963e-19,10,2627,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_tm_3kmh,masked arms,long_masked_arms,male,pearson_r,0.2894764783542584,1.7059814348494277e-25,10,2627,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_tm_3kmh,masked torso,long_masked_torso,male,pearson_r,0.2750237842272938,2.610703276177248e-22,10,2627,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_tm_3kmh,masked legs,long_masked_legs,male,pearson_r,0.2726150676416797,1.5065860931831209e-22,10,2627,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_tm_3kmh,all but head,long_all_but_head,male,pearson_r,0.3068262652616013,5.029640825288828e-29,10,2627,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_tm_3kmh,all but arms,long_all_but_arms,male,pearson_r,0.2637163528433124,2.069962632601125e-21,10,2627,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_tm_3kmh,all but torso,long_all_but_torso,male,pearson_r,0.3209114164893221,9.185698963585964e-32,10,2627,True,Heart rate in beats per minute measured in lying/supine position
b,male,lying_blood_pressure_pulse_rate,Heart Rate,cardiovascular_system_group,activity_tm_3kmh,all but legs,long_all_but_legs,male,pearson_r,0.2878894588266504,2.878701329267477e-25,10,2627,True,Heart rate in beats per minute measured in lying/supine position
b,male,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,full model,long_seq,male,pearson_r,0.3178924785611599,8.102755238199706e-34,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
b,male,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,masked head,long_masked_head,male,pearson_r,0.3142964438055345,1.200155418633311e-31,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
b,male,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,male,pearson_r,0.3343899511455732,6.648324364106075e-37,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
b,male,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,male,pearson_r,0.3131152371157137,2.714930083506573e-33,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
