system,label,score_type,score,model,sub_model,delta,is_better,baseline_model,baseline_score,gender,label_type,description,score_pvalue,wilcox_pvalue,n_seeds,n_subjects,n_positive
bone_density_group,body_head_bmc,pearson_r,0.3066948680764809,long_masked_arms,long_masked_arms_main,,,,,all,regression,"Bone mineral content of the head/skull measured by DXA scan, representing skull bone mass in grams",0.0,,10,3328,
bone_density_group,spine_l1_l4_bmd,pearson_r,0.2965463547738009,long_masked_arms,long_masked_arms_main,,,,,female,regression,"Bone Mineral Density of the lumbar spine (L1-L4), measured in g/cm² via dual-energy X-ray absorptiometry",6.307690243272036e-157,,10,3104,
bone_density_group,femur_total_mean_bmd,pearson_r,0.2917273059031672,long_masked_arms,long_masked_arms_main,,,,,male,regression,"Mean bone mineral density of the entire femur measured via DXA, expressed in g/cm²",4.393061797442228e-152,,10,3218,
bone_density_group,body_head_bmc,pearson_r,0.269177087412356,long_masked_arms,long_masked_arms_main,,,,,female,regression,"Bone mineral content of the head/skull measured by DXA scan, representing skull bone mass in grams",1.7882575369983842e-134,,10,3328,
bone_density_group,body_head_bmc,pearson_r,0.25393833818921646,long_masked_arms,long_masked_arms_main,,,,,male,regression,"Bone mineral content of the head/skull measured by DXA scan, representing skull bone mass in grams",1.7026384842556316e-114,,10,3328,
bone_density_group,body_head_bmd,pearson_r,0.24079171360790164,long_masked_arms,long_masked_arms_main,,,,,female,regression,"Bone mineral density of the head/skull measured by DXA scan, representing skull bone density in g/cm²",1.3294942831902175e-94,,10,3328,
bone_density_group,spine_l1_l4_bmd,pearson_r,0.2374836750635017,long_masked_arms,long_masked_arms_main,,,,,male,regression,"Bone Mineral Density of the lumbar spine (L1-L4), measured in g/cm² via dual-energy X-ray absorptiometry",1.0538339117439522e-81,,10,3104,
bone_density_group,body_head_bmd,pearson_r,0.20422288643442515,long_masked_arms,long_masked_arms_main,,,,,all,regression,"Bone mineral density of the head/skull measured by DXA scan, representing skull bone density in g/cm²",3.398249859337705e-135,,10,3328,
bone_density_group,body_head_bmd,pearson_r,0.1508309089054975,long_masked_arms,long_masked_arms_main,,,,,male,regression,"Bone mineral density of the head/skull measured by DXA scan, representing skull bone density in g/cm²",1.810039744643972e-39,,10,3328,
bone_density_group,body_legs_bmc,pearson_r,0.9009887461766158,long_masked_head,long_masked_head_main,,,,,all,regression,"Combined bone mineral content of both legs measured via DXA imaging, representing total mineral mass in both lower limb skeletons",0.0,,10,3328,
bone_density_group,body_arms_bmc,pearson_r,0.897940995163,long_masked_head,long_masked_head_main,,,,,all,regression,"Combined bone mineral content of both arms measured by DXA scan, representing total bilateral arm bone mass in grams",0.0,,10,3328,
bone_density_group,body_total_bmc,pearson_r,0.8681563783568335,long_masked_head,long_masked_head_main,,,,,all,regression,"Total Body Bone Mineral Content measured by DXA, representing the total mineral content of bones in grams",0.0,,10,3328,
bone_density_group,body_trunk_bmc,pearson_r,0.793506072542057,long_masked_head,long_masked_head_main,,,,,all,regression,"Trunk region bone mineral content measured by DXA, representing mineral content of trunk bones in grams",0.0,,10,3328,
bone_density_group,femur_total_mean_bmc,pearson_r,0.763714011295572,long_masked_head,long_masked_head_main,,,,,all,regression,"Mean bone mineral content of the entire femur measured via DXA, expressed in grams",0.0,,10,3218,
bone_density_group,body_pelvis_bmc,pearson_r,0.7597769911130039,long_masked_head,long_masked_head_main,,,,,all,regression,"Bone mineral content of the pelvis measured via DXA imaging, representing total mineral mass in pelvic bones",0.0,,10,3328,
bone_density_group,body_arms_bmd,pearson_r,0.745772712694461,long_masked_head,long_masked_head_main,,,,,all,regression,"Combined bone mineral density of both arms measured by DXA scan, representing average bilateral arm bone density in g/cm²",0.0,,10,3328,
bone_density_group,body_legs_bmc,pearson_r,0.7374119945086046,long_masked_head,long_masked_head_main,,,,,female,regression,"Combined bone mineral content of both legs measured via DXA imaging, representing total mineral mass in both lower limb skeletons",0.0,,10,3328,
bone_density_group,body_legs_bmd,pearson_r,0.7372622864288678,long_masked_head,long_masked_head_main,,,,,all,regression,"Combined bone mineral density of both legs measured via DXA imaging, representing average mineralization per unit area in both lower limbs (g/cm²)",0.0,,10,3328,
bone_density_group,body_legs_bmc,pearson_r,0.7234730217914077,long_masked_head,long_masked_head_main,,,,,male,regression,"Combined bone mineral content of both legs measured via DXA imaging, representing total mineral mass in both lower limb skeletons",0.0,,10,3328,
bone_density_group,body_total_bmc,pearson_r,0.6873331037303688,long_masked_head,long_masked_head_main,,,,,male,regression,"Total Body Bone Mineral Content measured by DXA, representing the total mineral content of bones in grams",0.0,,10,3328,
bone_density_group,body_total_bmc,pearson_r,0.673203585754587,long_masked_head,long_masked_head_main,,,,,female,regression,"Total Body Bone Mineral Content measured by DXA, representing the total mineral content of bones in grams",0.0,,10,3328,
bone_density_group,body_trunk_bmc,pearson_r,0.6513461350058253,long_masked_head,long_masked_head_main,,,,,male,regression,"Trunk region bone mineral content measured by DXA, representing mineral content of trunk bones in grams",0.0,,10,3328,
bone_density_group,body_total_bmd,pearson_r,0.636068394735957,long_masked_head,long_masked_head_main,,,,,all,regression,"Total Body Bone Mineral Density measured by DXA, representing bone density in g/cm²",0.0,,10,3328,
bone_density_group,body_trunk_bmd,pearson_r,0.6298487834311391,long_masked_head,long_masked_head_main,,,,,all,regression,"Trunk region bone mineral density measured by DXA, representing bone density of the torso in g/cm²",0.0,,10,3328,
bone_density_group,body_pelvis_bmc,pearson_r,0.6177048956315763,long_masked_head,long_masked_head_main,,,,,female,regression,"Bone mineral content of the pelvis measured via DXA imaging, representing total mineral mass in pelvic bones",0.0,,10,3328,
bone_density_group,body_trunk_bmc,pearson_r,0.6149112827378341,long_masked_head,long_masked_head_main,,,,,female,regression,"Trunk region bone mineral content measured by DXA, representing mineral content of trunk bones in grams",0.0,,10,3328,
bone_density_group,body_arms_bmc,pearson_r,0.6066080763256472,long_masked_head,long_masked_head_main,,,,,male,regression,"Combined bone mineral content of both arms measured by DXA scan, representing total bilateral arm bone mass in grams",0.0,,10,3328,
bone_density_group,spine_l1_l4_bmc,pearson_r,0.5870767214219987,long_masked_head,long_masked_head_main,,,,,all,regression,"Bone Mineral Content of the lumbar spine (L1-L4), measured in grams via DXA absorptiometry",0.0,,10,3104,
bone_density_group,body_arms_bmc,pearson_r,0.5717037882819381,long_masked_head,long_masked_head_main,,,,,female,regression,"Combined bone mineral content of both arms measured by DXA scan, representing total bilateral arm bone mass in grams",0.0,,10,3328,
bone_density_group,body_pelvis_bmc,pearson_r,0.5652263194239485,long_masked_head,long_masked_head_main,,,,,male,regression,"Bone mineral content of the pelvis measured via DXA imaging, representing total mineral mass in pelvic bones",0.0,,10,3328,
bone_density_group,femur_total_mean_bmc,pearson_r,0.537851770960179,long_masked_head,long_masked_head_main,,,,,female,regression,"Mean bone mineral content of the entire femur measured via DXA, expressed in grams",0.0,,10,3218,
bone_density_group,body_pelvis_bmd,pearson_r,0.5178243433840706,long_masked_head,long_masked_head_main,,,,,all,regression,"Bone mineral density of the pelvis measured via DXA imaging, representing mineralization per unit area of pelvic bones (g/cm²)",0.0,,10,3328,
bone_density_group,femur_total_mean_bmc,pearson_r,0.4995275094324955,long_masked_head,long_masked_head_main,,,,,male,regression,"Mean bone mineral content of the entire femur measured via DXA, expressed in grams",0.0,,10,3218,
bone_density_group,body_trunk_bmd,pearson_r,0.4777597332679765,long_masked_head,long_masked_head_main,,,,,male,regression,"Trunk region bone mineral density measured by DXA, representing bone density of the torso in g/cm²",0.0,,10,3328,
bone_density_group,femur_total_mean_bmd,pearson_r,0.47151024644710804,long_masked_head,long_masked_head_main,,,,,all,regression,"Mean bone mineral density of the entire femur measured via DXA, expressed in g/cm²",0.0,,10,3218,
bone_density_group,body_trunk_bmd,pearson_r,0.4705305841249724,long_masked_head,long_masked_head_main,,,,,female,regression,"Trunk region bone mineral density measured by DXA, representing bone density of the torso in g/cm²",0.0,,10,3328,
bone_density_group,body_total_bmd,pearson_r,0.45115108390586134,long_masked_head,long_masked_head_main,,,,,female,regression,"Total Body Bone Mineral Density measured by DXA, representing bone density in g/cm²",0.0,,10,3328,
bone_density_group,body_arms_bmd,pearson_r,0.4495638068875987,long_masked_head,long_masked_head_main,,,,,female,regression,"Combined bone mineral density of both arms measured by DXA scan, representing average bilateral arm bone density in g/cm²",0.0,,10,3328,
bone_density_group,spine_l1_l4_bmc,pearson_r,0.4405064932899263,long_masked_head,long_masked_head_main,,,,,female,regression,"Bone Mineral Content of the lumbar spine (L1-L4), measured in grams via DXA absorptiometry",0.0,,10,3104,
bone_density_group,body_legs_bmd,pearson_r,0.439639548998194,long_masked_head,long_masked_head_main,,,,,female,regression,"Combined bone mineral density of both legs measured via DXA imaging, representing average mineralization per unit area in both lower limbs (g/cm²)",0.0,,10,3328,
bone_density_group,body_pelvis_bmd,pearson_r,0.42940739794598703,long_masked_head,long_masked_head_main,,,,,female,regression,"Bone mineral density of the pelvis measured via DXA imaging, representing mineralization per unit area of pelvic bones (g/cm²)",0.0,,10,3328,
bone_density_group,femur_total_mean_bmd,pearson_r,0.4151874459575719,long_masked_head,long_masked_head_main,,,,,female,regression,"Mean bone mineral density of the entire femur measured via DXA, expressed in g/cm²",1.9456e-320,,10,3218,
bone_density_group,spine_l1_l4_bmc,pearson_r,0.40169133426033,long_masked_head,long_masked_head_main,,,,,male,regression,"Bone Mineral Content of the lumbar spine (L1-L4), measured in grams via DXA absorptiometry",7.497327705989661e-277,,10,3104,
bone_density_group,body_legs_bmd,pearson_r,0.3924748741483912,long_masked_head,long_masked_head_main,,,,,male,regression,"Combined bone mineral density of both legs measured via DXA imaging, representing average mineralization per unit area in both lower limbs (g/cm²)",2.5858182834087407e-295,,10,3328,
bone_density_group,body_total_bmd,pearson_r,0.37803188502101176,long_masked_head,long_masked_head_main,,,,,male,regression,"Total Body Bone Mineral Density measured by DXA, representing bone density in g/cm²",8.35956592120975e-267,,10,3328,
bone_density_group,body_pelvis_bmd,pearson_r,0.3606914333105168,long_masked_head,long_masked_head_main,,,,,male,regression,"Bone mineral density of the pelvis measured via DXA imaging, representing mineralization per unit area of pelvic bones (g/cm²)",1.9348776053945846e-247,,10,3328,
bone_density_group,spine_l1_l4_bmd,pearson_r,0.3476243847515518,long_masked_head,long_masked_head_main,,,,,all,regression,"Bone Mineral Density of the lumbar spine (L1-L4), measured in g/cm² via dual-energy X-ray absorptiometry",0.0,,10,3104,
bone_density_group,body_arms_bmd,pearson_r,0.3291544989038499,long_masked_head,long_masked_head_main,,,,,male,regression,"Combined bone mineral density of both arms measured by DXA scan, representing average bilateral arm bone density in g/cm²",3.331247360399653e-198,,10,3328,
bone_density_group,body_head_bmc,pearson_r,0.31344581201877786,long_masked_head,long_masked_head_main,,,,,all,regression,"Bone mineral content of the head/skull measured by DXA scan, representing skull bone mass in grams",0.0,,10,3328,
bone_density_group,spine_l1_l4_bmd,pearson_r,0.30212995042021695,long_masked_head,long_masked_head_main,,,,,female,regression,"Bone Mineral Density of the lumbar spine (L1-L4), measured in g/cm² via dual-energy X-ray absorptiometry",3.1609834205360883e-164,,10,3104,
bone_density_group,femur_total_mean_bmd,pearson_r,0.29250964547933156,long_masked_head,long_masked_head_main,,,,,male,regression,"Mean bone mineral density of the entire femur measured via DXA, expressed in g/cm²",2.9109367123309985e-152,,10,3218,
bone_density_group,body_head_bmc,pearson_r,0.2792815547847948,long_masked_head,long_masked_head_main,,,,,female,regression,"Bone mineral content of the head/skull measured by DXA scan, representing skull bone mass in grams",3.331202314502851e-143,,10,3328,
bone_density_group,body_head_bmc,pearson_r,0.2578945257801369,long_masked_head,long_masked_head_main,,,,,male,regression,"Bone mineral content of the head/skull measured by DXA scan, representing skull bone mass in grams",2.443214554289967e-117,,10,3328,
bone_density_group,spine_l1_l4_bmd,pearson_r,0.2487564407836233,long_masked_head,long_masked_head_main,,,,,male,regression,"Bone Mineral Density of the lumbar spine (L1-L4), measured in g/cm² via dual-energy X-ray absorptiometry",8.844355367622558e-97,,10,3104,
bone_density_group,body_head_bmd,pearson_r,0.23171049795017762,long_masked_head,long_masked_head_main,,,,,female,regression,"Bone mineral density of the head/skull measured by DXA scan, representing skull bone density in g/cm²",2.907727870729127e-97,,10,3328,
bone_density_group,body_head_bmd,pearson_r,0.20361063527694018,long_masked_head,long_masked_head_main,,,,,all,regression,"Bone mineral density of the head/skull measured by DXA scan, representing skull bone density in g/cm²",1.0546435811374479e-144,,10,3328,
bone_density_group,body_head_bmd,pearson_r,0.162662193644711,long_masked_head,long_masked_head_main,,,,,male,regression,"Bone mineral density of the head/skull measured by DXA scan, representing skull bone density in g/cm²",5.549545447632259e-46,,10,3328,
bone_density_group,body_legs_bmc,pearson_r,0.89858973685349,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Combined bone mineral content of both legs measured via DXA imaging, representing total mineral mass in both lower limb skeletons",0.0,,10,3328,
bone_density_group,body_arms_bmc,pearson_r,0.8971389658501208,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Combined bone mineral content of both arms measured by DXA scan, representing total bilateral arm bone mass in grams",0.0,,10,3328,
bone_density_group,body_total_bmc,pearson_r,0.8674253683893832,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Total Body Bone Mineral Content measured by DXA, representing the total mineral content of bones in grams",0.0,,10,3328,
bone_density_group,body_trunk_bmc,pearson_r,0.7925443108629349,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Trunk region bone mineral content measured by DXA, representing mineral content of trunk bones in grams",0.0,,10,3328,
bone_density_group,femur_total_mean_bmc,pearson_r,0.7597254045646732,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Mean bone mineral content of the entire femur measured via DXA, expressed in grams",0.0,,10,3218,
bone_density_group,body_pelvis_bmc,pearson_r,0.7584738305655352,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Bone mineral content of the pelvis measured via DXA imaging, representing total mineral mass in pelvic bones",0.0,,10,3328,
bone_density_group,body_arms_bmd,pearson_r,0.7420491133097051,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Combined bone mineral density of both arms measured by DXA scan, representing average bilateral arm bone density in g/cm²",0.0,,10,3328,
bone_density_group,body_legs_bmd,pearson_r,0.7373324666440413,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Combined bone mineral density of both legs measured via DXA imaging, representing average mineralization per unit area in both lower limbs (g/cm²)",0.0,,10,3328,
bone_density_group,body_legs_bmc,pearson_r,0.731500340541419,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Combined bone mineral content of both legs measured via DXA imaging, representing total mineral mass in both lower limb skeletons",0.0,,10,3328,
bone_density_group,body_legs_bmc,pearson_r,0.7149191484658944,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Combined bone mineral content of both legs measured via DXA imaging, representing total mineral mass in both lower limb skeletons",0.0,,10,3328,
bone_density_group,body_total_bmc,pearson_r,0.6842093951375695,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Total Body Bone Mineral Content measured by DXA, representing the total mineral content of bones in grams",0.0,,10,3328,
bone_density_group,body_total_bmc,pearson_r,0.6726991690012134,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Total Body Bone Mineral Content measured by DXA, representing the total mineral content of bones in grams",0.0,,10,3328,
bone_density_group,body_trunk_bmc,pearson_r,0.645450514241757,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Trunk region bone mineral content measured by DXA, representing mineral content of trunk bones in grams",0.0,,10,3328,
bone_density_group,body_total_bmd,pearson_r,0.6361813285091947,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Total Body Bone Mineral Density measured by DXA, representing bone density in g/cm²",0.0,,10,3328,
bone_density_group,body_trunk_bmd,pearson_r,0.6296625060734191,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Trunk region bone mineral density measured by DXA, representing bone density of the torso in g/cm²",0.0,,10,3328,
bone_density_group,body_pelvis_bmc,pearson_r,0.6207910912762757,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Bone mineral content of the pelvis measured via DXA imaging, representing total mineral mass in pelvic bones",0.0,,10,3328,
bone_density_group,body_trunk_bmc,pearson_r,0.6177949451405431,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Trunk region bone mineral content measured by DXA, representing mineral content of trunk bones in grams",0.0,,10,3328,
bone_density_group,body_arms_bmc,pearson_r,0.6039343850048977,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Combined bone mineral content of both arms measured by DXA scan, representing total bilateral arm bone mass in grams",0.0,,10,3328,
bone_density_group,spine_l1_l4_bmc,pearson_r,0.5747256664319226,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Bone Mineral Content of the lumbar spine (L1-L4), measured in grams via DXA absorptiometry",0.0,,10,3104,
bone_density_group,body_arms_bmc,pearson_r,0.564517037826932,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Combined bone mineral content of both arms measured by DXA scan, representing total bilateral arm bone mass in grams",0.0,,10,3328,
bone_density_group,body_pelvis_bmc,pearson_r,0.5580181834668906,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Bone mineral content of the pelvis measured via DXA imaging, representing total mineral mass in pelvic bones",0.0,,10,3328,
bone_density_group,femur_total_mean_bmc,pearson_r,0.5333209440724836,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Mean bone mineral content of the entire femur measured via DXA, expressed in grams",0.0,,10,3218,
bone_density_group,body_pelvis_bmd,pearson_r,0.5170952393036294,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Bone mineral density of the pelvis measured via DXA imaging, representing mineralization per unit area of pelvic bones (g/cm²)",0.0,,10,3328,
bone_density_group,femur_total_mean_bmc,pearson_r,0.4832791456803456,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Mean bone mineral content of the entire femur measured via DXA, expressed in grams",0.0,,10,3218,
bone_density_group,body_trunk_bmd,pearson_r,0.47720567285968285,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Trunk region bone mineral density measured by DXA, representing bone density of the torso in g/cm²",0.0,,10,3328,
bone_density_group,body_trunk_bmd,pearson_r,0.470684213957428,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Trunk region bone mineral density measured by DXA, representing bone density of the torso in g/cm²",0.0,,10,3328,
bone_density_group,femur_total_mean_bmd,pearson_r,0.46956380123769403,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Mean bone mineral density of the entire femur measured via DXA, expressed in g/cm²",0.0,,10,3218,
bone_density_group,body_total_bmd,pearson_r,0.45602248118763977,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Total Body Bone Mineral Density measured by DXA, representing bone density in g/cm²",0.0,,10,3328,
bone_density_group,body_legs_bmd,pearson_r,0.45030370211171017,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Combined bone mineral density of both legs measured via DXA imaging, representing average mineralization per unit area in both lower limbs (g/cm²)",0.0,,10,3328,
bone_density_group,body_pelvis_bmd,pearson_r,0.4381246370158644,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Bone mineral density of the pelvis measured via DXA imaging, representing mineralization per unit area of pelvic bones (g/cm²)",0.0,,10,3328,
bone_density_group,spine_l1_l4_bmc,pearson_r,0.42660141756011427,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Bone Mineral Content of the lumbar spine (L1-L4), measured in grams via DXA absorptiometry",0.0,,10,3104,
bone_density_group,body_arms_bmd,pearson_r,0.42193420621933725,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Combined bone mineral density of both arms measured by DXA scan, representing average bilateral arm bone density in g/cm²",0.0,,10,3328,
bone_density_group,femur_total_mean_bmd,pearson_r,0.4206415935396204,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Mean bone mineral density of the entire femur measured via DXA, expressed in g/cm²",0.0,,10,3218,
bone_density_group,body_legs_bmd,pearson_r,0.37973099157741136,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Combined bone mineral density of both legs measured via DXA imaging, representing average mineralization per unit area in both lower limbs (g/cm²)",7.987020271259118e-274,,10,3328,
bone_density_group,spine_l1_l4_bmc,pearson_r,0.3743759259907919,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Bone Mineral Content of the lumbar spine (L1-L4), measured in grams via DXA absorptiometry",3.3130956900530326e-235,,10,3104,
bone_density_group,body_total_bmd,pearson_r,0.3735994937364534,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Total Body Bone Mineral Density measured by DXA, representing bone density in g/cm²",8.603454290500437e-258,,10,3328,
bone_density_group,body_pelvis_bmd,pearson_r,0.3482883618081516,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Bone mineral density of the pelvis measured via DXA imaging, representing mineralization per unit area of pelvic bones (g/cm²)",2.2060868001121715e-229,,10,3328,
bone_density_group,spine_l1_l4_bmd,pearson_r,0.3480661781983713,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Bone Mineral Density of the lumbar spine (L1-L4), measured in g/cm² via dual-energy X-ray absorptiometry",0.0,,10,3104,
bone_density_group,body_arms_bmd,pearson_r,0.339751698503017,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Combined bone mineral density of both arms measured by DXA scan, representing average bilateral arm bone density in g/cm²",1.4463107944349162e-214,,10,3328,
bone_density_group,body_head_bmc,pearson_r,0.30801047947680155,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Bone mineral content of the head/skull measured by DXA scan, representing skull bone mass in grams",0.0,,10,3328,
bone_density_group,spine_l1_l4_bmd,pearson_r,0.30149921485590137,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Bone Mineral Density of the lumbar spine (L1-L4), measured in g/cm² via dual-energy X-ray absorptiometry",1.083378634317461e-162,,10,3104,
bone_density_group,femur_total_mean_bmd,pearson_r,0.27777576262692716,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Mean bone mineral density of the entire femur measured via DXA, expressed in g/cm²",1.0616689349964878e-134,,10,3218,
bone_density_group,body_head_bmc,pearson_r,0.26729553781574805,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Bone mineral content of the head/skull measured by DXA scan, representing skull bone mass in grams",1.5084600834219042e-133,,10,3328,
bone_density_group,body_head_bmc,pearson_r,0.25902058746072065,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Bone mineral content of the head/skull measured by DXA scan, representing skull bone mass in grams",2.6199785240988662e-121,,10,3328,
bone_density_group,spine_l1_l4_bmd,pearson_r,0.2519705624941769,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Bone Mineral Density of the lumbar spine (L1-L4), measured in g/cm² via dual-energy X-ray absorptiometry",8.409222902645645e-95,,10,3104,
bone_density_group,body_head_bmd,pearson_r,0.24187553469021847,long_masked_legs,long_masked_legs_main,,,,,female,regression,"Bone mineral density of the head/skull measured by DXA scan, representing skull bone density in g/cm²",6.310200606628939e-101,,10,3328,
bone_density_group,body_head_bmd,pearson_r,0.20006274507446636,long_masked_legs,long_masked_legs_main,,,,,all,regression,"Bone mineral density of the head/skull measured by DXA scan, representing skull bone density in g/cm²",8.112423530824707e-132,,10,3328,
bone_density_group,body_head_bmd,pearson_r,0.14047118072022494,long_masked_legs,long_masked_legs_main,,,,,male,regression,"Bone mineral density of the head/skull measured by DXA scan, representing skull bone density in g/cm²",2.5811501780098187e-27,,10,3328,
bone_density_group,body_legs_bmc,pearson_r,0.9010590110490847,long_masked_torso,long_masked_torso_main,,,,,all,regression,"Combined bone mineral content of both legs measured via DXA imaging, representing total mineral mass in both lower limb skeletons",0.0,,10,3328,
bone_density_group,body_arms_bmc,pearson_r,0.8982524223081197,long_masked_torso,long_masked_torso_main,,,,,all,regression,"Combined bone mineral content of both arms measured by DXA scan, representing total bilateral arm bone mass in grams",0.0,,10,3328,
bone_density_group,body_total_bmc,pearson_r,0.8679836912700022,long_masked_torso,long_masked_torso_main,,,,,all,regression,"Total Body Bone Mineral Content measured by DXA, representing the total mineral content of bones in grams",0.0,,10,3328,
bone_density_group,body_trunk_bmc,pearson_r,0.7929439829185159,long_masked_torso,long_masked_torso_main,,,,,all,regression,"Trunk region bone mineral content measured by DXA, representing mineral content of trunk bones in grams",0.0,,10,3328,
bone_density_group,femur_total_mean_bmc,pearson_r,0.763394568826747,long_masked_torso,long_masked_torso_main,,,,,all,regression,"Mean bone mineral content of the entire femur measured via DXA, expressed in grams",0.0,,10,3218,
bone_density_group,body_pelvis_bmc,pearson_r,0.7589014586454251,long_masked_torso,long_masked_torso_main,,,,,all,regression,"Bone mineral content of the pelvis measured via DXA imaging, representing total mineral mass in pelvic bones",0.0,,10,3328,
bone_density_group,body_arms_bmd,pearson_r,0.746593701200697,long_masked_torso,long_masked_torso_main,,,,,all,regression,"Combined bone mineral density of both arms measured by DXA scan, representing average bilateral arm bone density in g/cm²",0.0,,10,3328,
bone_density_group,body_legs_bmd,pearson_r,0.7402348472730834,long_masked_torso,long_masked_torso_main,,,,,all,regression,"Combined bone mineral density of both legs measured via DXA imaging, representing average mineralization per unit area in both lower limbs (g/cm²)",0.0,,10,3328,
bone_density_group,body_legs_bmc,pearson_r,0.739404901707289,long_masked_torso,long_masked_torso_main,,,,,female,regression,"Combined bone mineral content of both legs measured via DXA imaging, representing total mineral mass in both lower limb skeletons",0.0,,10,3328,
bone_density_group,body_legs_bmc,pearson_r,0.7233637658980423,long_masked_torso,long_masked_torso_main,,,,,male,regression,"Combined bone mineral content of both legs measured via DXA imaging, representing total mineral mass in both lower limb skeletons",0.0,,10,3328,
bone_density_group,body_total_bmc,pearson_r,0.6861131009370197,long_masked_torso,long_masked_torso_main,,,,,male,regression,"Total Body Bone Mineral Content measured by DXA, representing the total mineral content of bones in grams",0.0,,10,3328,
bone_density_group,body_total_bmc,pearson_r,0.6749772739303737,long_masked_torso,long_masked_torso_main,,,,,female,regression,"Total Body Bone Mineral Content measured by DXA, representing the total mineral content of bones in grams",0.0,,10,3328,
bone_density_group,body_trunk_bmc,pearson_r,0.6487341309309558,long_masked_torso,long_masked_torso_main,,,,,male,regression,"Trunk region bone mineral content measured by DXA, representing mineral content of trunk bones in grams",0.0,,10,3328,
bone_density_group,body_total_bmd,pearson_r,0.6371204190111532,long_masked_torso,long_masked_torso_main,,,,,all,regression,"Total Body Bone Mineral Density measured by DXA, representing bone density in g/cm²",0.0,,10,3328,
bone_density_group,body_trunk_bmd,pearson_r,0.6305678743665875,long_masked_torso,long_masked_torso_main,,,,,all,regression,"Trunk region bone mineral density measured by DXA, representing bone density of the torso in g/cm²",0.0,,10,3328,
bone_density_group,body_pelvis_bmc,pearson_r,0.6203513300928037,long_masked_torso,long_masked_torso_main,,,,,female,regression,"Bone mineral content of the pelvis measured via DXA imaging, representing total mineral mass in pelvic bones",0.0,,10,3328,
bone_density_group,body_trunk_bmc,pearson_r,0.6166263970855801,long_masked_torso,long_masked_torso_main,,,,,female,regression,"Trunk region bone mineral content measured by DXA, representing mineral content of trunk bones in grams",0.0,,10,3328,
bone_density_group,body_arms_bmc,pearson_r,0.6077997143999647,long_masked_torso,long_masked_torso_main,,,,,male,regression,"Combined bone mineral content of both arms measured by DXA scan, representing total bilateral arm bone mass in grams",0.0,,10,3328,
bone_density_group,spine_l1_l4_bmc,pearson_r,0.5864430500821316,long_masked_torso,long_masked_torso_main,,,,,all,regression,"Bone Mineral Content of the lumbar spine (L1-L4), measured in grams via DXA absorptiometry",0.0,,10,3104,
bone_density_group,body_arms_bmc,pearson_r,0.5742001008280117,long_masked_torso,long_masked_torso_main,,,,,female,regression,"Combined bone mineral content of both arms measured by DXA scan, representing total bilateral arm bone mass in grams",0.0,,10,3328,
bone_density_group,body_pelvis_bmc,pearson_r,0.5606480615886226,long_masked_torso,long_masked_torso_main,,,,,male,regression,"Bone mineral content of the pelvis measured via DXA imaging, representing total mineral mass in pelvic bones",0.0,,10,3328,
